Gaia ID,Activity Timestamp,IP Address,Proxiedhost IP Address,Is Non-routable IP Address,Activity Country,Activity Region,Activity City,User Agent String,Product Name,Sub-Product Name,Activity Type,Gmail Access Channel
376840785883,2024-06-12 05:23:46 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 13. Device Type : MOBILE.,Other,Other,,
376840785883,2024-06-12 05:23:45 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 13. Device Type : MOBILE.,Other,Other,,
376840785883,2024-06-12 05:23:44 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 13. Device Type : MOBILE.,Other,Other,,
376840785883,2024-06-12 04:44:25 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,,Other,Other,,
376840785883,2024-06-12 04:43:46 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,,Other,Other,,
376840785883,2024-06-12 04:43:17 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 13. Device Type : MOBILE.,Other,Other,,
376840785883,2024-06-12 04:43:17 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 13. Device Type : MOBILE.,Other,Other,Non User Initiated,
376840785883,2024-06-12 04:43:09 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 13. Device Type : MOBILE.,Other,Other,,
376840785883,2024-06-12 04:43:08 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 13. Device Type : MOBILE.,Search,Other,,
376840785883,2024-06-12 04:43:08 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,Os : ANDROID_OS. Os Version : 13. Device Type : MOBILE.,Other,Other,,
376840785883,2024-06-12 04:43:06 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,Os : ANDROID_OS. Os Version : 13. Device Type : MOBILE.,Other,Other,,
376840785883,2024-06-12 04:40:44 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : GMAIL_APP. Os : ANDROID_OS. Device Type : MOBILE.,Gmail,Other,,
376840785883,2024-06-12 04:40:44 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : GMAIL_APP. Os : ANDROID_OS. Device Type : MOBILE.,Gmail,Other,,
376840785883,2024-06-12 04:40:34 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : GMAIL_APP. Os : ANDROID_OS. Device Type : MOBILE.,Gmail,Other,,
376840785883,2024-06-12 04:40:33 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : GMAIL_APP. Os : ANDROID_OS. Device Type : MOBILE.,Gmail,Other,,
376840785883,2024-06-12 04:40:33 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : GMAIL_APP. Os : ANDROID_OS. Device Type : MOBILE.,Gmail,Other,,
376840785883,2024-06-12 04:40:32 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : OTHER_APP. Os : UNKNOWN_OS. Os Version : . Device Type : UNKNOWN.,Gmail,Other,User Initiated,ga
376840785883,2024-06-12 04:40:32 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : GMAIL_APP. Os : ANDROID_OS. Device Type : MOBILE.,Gmail,Other,,
376840785883,2024-06-12 04:40:30 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 13. Device Type : MOBILE.,Other,Other,,
376840785883,2024-06-12 04:40:29 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 13. Device Type : MOBILE.,Other,Other,,
376840785883,2024-06-12 04:40:28 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 13. Device Type : MOBILE.,Other,Other,,
376840785883,2024-06-12 04:40:28 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 13. Device Type : MOBILE.,Other,Other,,
376840785883,2024-06-12 04:40:27 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 13. Device Type : MOBILE.,Other,Other,,
376840785883,2024-06-12 04:40:26 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 13. Device Type : MOBILE.,Other,Other,,
376840785883,2024-06-12 04:40:26 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 13. Device Type : MOBILE.,Other,Other,,
376840785883,2024-06-12 04:40:25 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 13. Device Type : MOBILE.,Other,Other,,
376840785883,2024-06-12 04:40:25 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 13. Device Type : MOBILE.,Other,Other,,
376840785883,2024-06-12 04:40:24 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 13. Device Type : MOBILE.,Other,Other,,
376840785883,2024-06-12 04:40:24 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 13. Device Type : MOBILE.,Other,Other,,
376840785883,2024-06-12 04:40:23 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 13. Device Type : MOBILE.,Other,Other,,
376840785883,2024-06-12 04:40:22 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 13. Device Type : MOBILE.,Other,Other,,
376840785883,2024-06-12 04:40:16 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 13. Device Type : MOBILE.,Other,Other,,
376840785883,2024-06-12 04:40:16 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 13. Device Type : MOBILE.,Other,Other,,
376840785883,2024-06-12 04:40:15 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 13. Device Type : MOBILE.,Other,Other,,
376840785883,2024-06-12 04:40:15 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : GMAIL_APP. Os : ANDROID_OS. Device Type : MOBILE.,Gmail,Other,,
376840785883,2024-06-12 04:40:14 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 13. Device Type : MOBILE.,Other,Other,,
376840785883,2024-06-12 04:40:14 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : OTHER_APP. Os : UNKNOWN_OS. Os Version : . Device Type : UNKNOWN.,Gmail,Other,User Initiated,ga
376840785883,2024-06-12 04:40:14 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : GMAIL_APP. Os : ANDROID_OS. Device Type : MOBILE.,Other,Other,,
376840785883,2024-06-12 04:40:14 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : GMAIL_APP. Os : ANDROID_OS. Device Type : MOBILE.,Gmail,Other,,
376840785883,2024-06-12 04:40:10 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 13. Device Type : MOBILE.,Other,Other,,
376840785883,2024-06-12 04:40:09 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 13. Device Type : MOBILE.,Other,Other,,
376840785883,2024-06-12 04:40:09 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 13. Device Type : MOBILE.,Gmail,Other,,
376840785883,2024-06-12 04:40:09 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : GMAIL_APP. Os : ANDROID_OS. Device Type : MOBILE.,Other,Other,,
376840785883,2024-06-12 04:40:09 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,App : GMAIL_APP. Os : ANDROID_OS. Device Type : MOBILE.,Other,Other,,
376840785883,2024-06-12 04:40:09 UTC,2001:d08:218e:a2c7:2cbf:ffff:fe00:d5ec,,No,,,,Os : ANDROID_OS. Os Version : 13. Device Type : MOBILE.,Other,Other,,
